feature,numOfAppearance,chromeFirst,chromeLast,firefoxFirst,firefoxLast
window.Cache.prototype.addAll,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.Cache.prototype.put,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.Cache.prototype.delete,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.Cache.prototype.keys,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BroadcastChannel,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BroadcastChannel.prototype.get name,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BroadcastChannel.prototype.get onmessage,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BroadcastChannel.prototype.get onmessageerror,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BroadcastChannel.prototype.postMessage,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BroadcastChannel.prototype.close,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BlobEvent,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BlobEvent.prototype.get data,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BlobEvent.prototype.get timecode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.BiquadFilterNode,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BiquadFilterNode.prototype.get type,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BiquadFilterNode.prototype.get frequency,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BiquadFilterNode.prototype.get detune,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BiquadFilterNode.prototype.get Q,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BiquadFilterNode.prototype.get gain,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BiquadFilterNode.prototype.getFrequencyResponse,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BeforeInstallPromptEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.BeforeInstallPromptEvent.prototype.get platforms,18,chrome-64.json,chrome-81.json,undefined,undefined
window.BeforeInstallPromptEvent.prototype.get userChoice,18,chrome-64.json,chrome-81.json,undefined,undefined
window.BeforeInstallPromptEvent.prototype.prompt,18,chrome-64.json,chrome-81.json,undefined,undefined
window.BatteryManager,32,chrome-64.json,chrome-81.json,firefox-58.json,firefox-71.json
window.BatteryManager.prototype.get charging,32,chrome-64.json,chrome-81.json,firefox-58.json,firefox-71.json
window.BatteryManager.prototype.get chargingTime,32,chrome-64.json,chrome-81.json,firefox-58.json,firefox-71.json
window.BatteryManager.prototype.get dischargingTime,32,chrome-64.json,chrome-81.json,firefox-58.json,firefox-71.json
window.BatteryManager.prototype.get level,32,chrome-64.json,chrome-81.json,firefox-58.json,firefox-71.json
window.BatteryManager.prototype.get onchargingchange,32,chrome-64.json,chrome-81.json,firefox-58.json,firefox-71.json
window.BatteryManager.prototype.get onchargingtimechange,32,chrome-64.json,chrome-81.json,firefox-58.json,firefox-71.json
window.BatteryManager.prototype.get ondischargingtimechange,32,chrome-64.json,chrome-81.json,firefox-58.json,firefox-71.json
window.BatteryManager.prototype.get onlevelchange,32,chrome-64.json,chrome-81.json,firefox-58.json,firefox-71.json
window.BaseAudioContext,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.get destination,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.get currentTime,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.get sampleRate,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.get listener,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.get state,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.get onstatechange,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createBuffer,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.decodeAudioData,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createBufferSource,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createConstantSource,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createGain,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createDelay,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createBiquadFilter,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createIIRFilter,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createWaveShaper,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createPanner,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createConvolver,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createDynamicsCompressor,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createAnalyser,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createScriptProcessor,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createStereoPanner,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createOscillator,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createPeriodicWave,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createChannelSplitter,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createChannelMerger,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.resume,25,chrome-64.json,chrome-70.json,firefox-58.json,firefox-75.json
window.BaseAudioContext.prototype.createMediaElementSource,7,chrome-64.json,chrome-70.json,undefined,undefined
window.BaseAudioContext.prototype.createMediaStreamSource,7,chrome-64.json,chrome-70.json,undefined,undefined
window.BaseAudioContext.prototype.createMediaStreamDestination,7,chrome-64.json,chrome-70.json,undefined,undefined
window.AudioScheduledSourceNode,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioScheduledSourceNode.prototype.get onended,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioScheduledSourceNode.prototype.start,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioScheduledSourceNode.prototype.stop,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioProcessingEvent,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioProcessingEvent.prototype.get playbackTime,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioProcessingEvent.prototype.get inputBuffer,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioProcessingEvent.prototype.get outputBuffer,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam.prototype.get value,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam.prototype.get defaultValue,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam.prototype.get minValue,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam.prototype.get maxValue,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam.prototype.setValueAtTime,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam.prototype.linearRampToValueAtTime,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam.prototype.exponentialRampToValueAtTime,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam.prototype.setTargetAtTime,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam.prototype.setValueCurveAtTime,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam.prototype.cancelScheduledValues,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioParam.prototype.cancelAndHoldAtTime,18,chrome-64.json,chrome-81.json,undefined,undefined
window.AudioNode,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioNode.prototype.get context,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioNode.prototype.get numberOfInputs,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioNode.prototype.get numberOfOutputs,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioNode.prototype.get channelCount,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioNode.prototype.get channelCountMode,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioNode.prototype.get channelInterpretation,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioNode.prototype.connect,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioNode.prototype.disconnect,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioListener,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioListener.prototype.get positionX,18,chrome-64.json,chrome-81.json,undefined,undefined
window.AudioListener.prototype.get positionY,18,chrome-64.json,chrome-81.json,undefined,undefined
window.AudioListener.prototype.get positionZ,18,chrome-64.json,chrome-81.json,undefined,undefined
window.AudioListener.prototype.get forwardX,18,chrome-64.json,chrome-81.json,undefined,undefined
window.AudioListener.prototype.get forwardY,18,chrome-64.json,chrome-81.json,undefined,undefined
window.AudioListener.prototype.get forwardZ,18,chrome-64.json,chrome-81.json,undefined,undefined
window.AudioListener.prototype.get upX,18,chrome-64.json,chrome-81.json,undefined,undefined
window.AudioListener.prototype.get upY,18,chrome-64.json,chrome-81.json,undefined,undefined
window.AudioListener.prototype.get upZ,18,chrome-64.json,chrome-81.json,undefined,undefined
window.AudioListener.prototype.setPosition,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioListener.prototype.setOrientation,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioDestinationNode,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioDestinationNode.prototype.get maxChannelCount,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioContext,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioContext.prototype.get baseLatency,24,chrome-64.json,chrome-81.json,firefox-70.json,firefox-75.json
window.AudioContext.prototype.suspend,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioContext.prototype.close,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioContext.prototype.getOutputTimestamp,24,chrome-64.json,chrome-81.json,firefox-70.json,firefox-75.json
window.AudioBufferSourceNode,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBufferSourceNode.prototype.get buffer,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBufferSourceNode.prototype.get playbackRate,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBufferSourceNode.prototype.get detune,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBufferSourceNode.prototype.get loop,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBufferSourceNode.prototype.get loopStart,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBufferSourceNode.prototype.get loopEnd,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBufferSourceNode.prototype.start,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBuffer,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBuffer.prototype.get length,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBuffer.prototype.get duration,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBuffer.prototype.get sampleRate,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBuffer.prototype.get numberOfChannels,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBuffer.prototype.getChannelData,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBuffer.prototype.copyFromChannel,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AudioBuffer.prototype.copyToChannel,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AnalyserNode,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AnalyserNode.prototype.get fftSize,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AnalyserNode.prototype.get frequencyBinCount,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AnalyserNode.prototype.get minDecibels,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AnalyserNode.prototype.get maxDecibels,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AnalyserNode.prototype.get smoothingTimeConstant,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AnalyserNode.prototype.getFloatFrequencyData,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AnalyserNode.prototype.getByteFrequencyData,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AnalyserNode.prototype.getFloatTimeDomainData,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.AnalyserNode.prototype.getByteTimeDomainData,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.postMessage,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.blur,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.focus,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.close,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathResult,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathResult.prototype.get resultType,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathResult.prototype.get numberValue,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathResult.prototype.get stringValue,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathResult.prototype.get booleanValue,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathResult.prototype.get singleNodeValue,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathResult.prototype.get invalidIteratorState,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathResult.prototype.get snapshotLength,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathResult.prototype.iterateNext,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathResult.prototype.snapshotItem,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathExpression,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathExpression.prototype.evaluate,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathEvaluator,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathEvaluator.prototype.createExpression,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathEvaluator.prototype.createNSResolver,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XPathEvaluator.prototype.evaluate,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLSerializer,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLSerializer.prototype.serializeToString,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequestUpload,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequestEventTarget,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequestEventTarget.prototype.get onloadstart,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequestEventTarget.prototype.get onprogress,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequestEventTarget.prototype.get onabort,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequestEventTarget.prototype.get onerror,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequestEventTarget.prototype.get onload,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequestEventTarget.prototype.get ontimeout,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequestEventTarget.prototype.get onloadend,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get onreadystatechange,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get readyState,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get timeout,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get withCredentials,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get upload,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get responseURL,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get status,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get statusText,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get responseType,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get response,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get responseText,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.get responseXML,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.open,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.setRequestHeader,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.send,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.abort,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.getResponseHeader,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.getAllResponseHeaders,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLHttpRequest.prototype.overrideMimeType,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.XMLDocument,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.Worker,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.Worker.prototype.get onmessage,33,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.Worker.prototype.get onerror,33,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.Worker.prototype.terminate,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.Worker.prototype.postMessage,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.Window,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.WheelEvent,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.WheelEvent.prototype.get deltaX,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.WheelEvent.prototype.get deltaY,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.WheelEvent.prototype.get deltaZ,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.WheelEvent.prototype.get deltaMode,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.WheelEvent.prototype.get wheelDeltaX,18,chrome-64.json,chrome-81.json,undefined,undefined
window.WheelEvent.prototype.get wheelDeltaY,18,chrome-64.json,chrome-81.json,undefined,undefined
window.WheelEvent.prototype.get wheelDelta,18,chrome-64.json,chrome-81.json,undefined,undefined
window.ValidityState,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.ValidityState.prototype.get valueMissing,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.ValidityState.prototype.get typeMismatch,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.ValidityState.prototype.get patternMismatch,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.ValidityState.prototype.get tooLong,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.ValidityState.prototype.get tooShort,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.ValidityState.prototype.get rangeUnderflow,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.ValidityState.prototype.get rangeOverflow,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.ValidityState.prototype.get stepMismatch,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.ValidityState.prototype.get badInput,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.ValidityState.prototype.get customError,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.ValidityState.prototype.get valid,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.VTTCue,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.VTTCue.prototype.get vertical,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.VTTCue.prototype.get snapToLines,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.VTTCue.prototype.get line,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.VTTCue.prototype.get position,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.VTTCue.prototype.get size,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.VTTCue.prototype.get align,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.VTTCue.prototype.get text,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.VTTCue.prototype.getCueAsHTML,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.append,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.delete,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.get,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.getAll,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.has,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.set,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.sort,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.keys,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.values,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.forEach,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.toString,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URLSearchParams.prototype.entries,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.URL,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get href,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get origin,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get protocol,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get username,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get password,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get host,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get hostname,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get port,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get pathname,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get search,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get searchParams,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.get hash,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.prototype.toString,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.revokeObjectURL,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.URL.createObjectURL,31,chrome-64.json,chrome-81.json,firefox-58.json,firefox-74.json
window.UIEvent,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.UIEvent.prototype.get view,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.UIEvent.prototype.get detail,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.UIEvent.prototype.get sourceCapabilities,18,chrome-64.json,chrome-81.json,undefined,undefined
window.UIEvent.prototype.get which,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.UIEvent.prototype.initUIEvent,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.TreeWalker,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.TreeWalker.prototype.get root,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.TreeWalker.prototype.get whatToShow,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.TreeWalker.prototype.get filter,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.TreeWalker.prototype.get currentNode,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.TreeWalker.prototype.parentNode,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.TreeWalker.prototype.firstChild,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.TreeWalker.prototype.lastChild,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.TreeWalker.prototype.previousSibling,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.TreeWalker.prototype.nextSibling,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
window.TreeWalker.prototype.previousNode,36,chrome-64.json,chrome-81.json,firefox-58.json,firefox-75.json
